pID,trialNum,graph,walk,respR,respL,path
10,1,modular,8,"['j', 'semicolon']","['s', 'space']",img/target_12.png
10,2,modular,7,"['space', 'k']","['a', 'd']",img/target_7.png
10,3,modular,9,"['l', 'semicolon']","['f', 'space']",img/target_15.png
10,4,modular,7,"['space', 'k']","['a', 'd']",img/target_7.png
10,5,modular,6,"['space', 'j']","['a', 's']",img/target_6.png
10,6,modular,5,"['k', 'l']","['d', 'f']",img/target_13.png
10,7,modular,8,"['j', 'semicolon']","['s', 'space']",img/target_12.png
10,8,modular,5,"['k', 'l']","['d', 'f']",img/target_13.png
10,9,modular,4,"['k', 'semicolon']","['d', 'space']",img/target_14.png
10,10,modular,5,"['k', 'l']","['d', 'f']",img/target_13.png
10,11,modular,4,"['k', 'semicolon']","['d', 'space']",img/target_14.png
10,12,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
10,13,modular,2,"['space', 'l']","['a', 'f']",img/target_8.png
10,14,modular,0,"['j', 'k']","['s', 'd']",img/target_10.png
10,15,modular,2,"['space', 'l']","['a', 'f']",img/target_8.png
10,16,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
10,17,modular,4,"['k', 'semicolon']","['d', 'space']",img/target_14.png
10,18,modular,2,"['space', 'l']","['a', 'f']",img/target_8.png
10,19,modular,0,"['j', 'k']","['s', 'd']",img/target_10.png
10,20,modular,1,"['space', 'semicolon']","['a', 'space']",img/target_9.png
10,21,modular,4,"['k', 'semicolon']","['d', 'space']",img/target_14.png
10,22,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
10,23,modular,0,"['j', 'k']","['s', 'd']",img/target_10.png
10,24,modular,9,"['l', 'semicolon']","['f', 'space']",img/target_15.png
10,25,modular,0,"['j', 'k']","['s', 'd']",img/target_10.png
10,26,modular,1,"['space', 'semicolon']","['a', 'space']",img/target_9.png
10,27,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
10,28,modular,2,"['space', 'l']","['a', 'f']",img/target_8.png
10,29,modular,0,"['j', 'k']","['s', 'd']",img/target_10.png
10,30,modular,2,"['space', 'l']","['a', 'f']",img/target_8.png
10,31,modular,4,"['k', 'semicolon']","['d', 'space']",img/target_14.png
10,32,modular,5,"['k', 'l']","['d', 'f']",img/target_13.png
10,33,modular,8,"['j', 'semicolon']","['s', 'space']",img/target_12.png
10,34,modular,9,"['l', 'semicolon']","['f', 'space']",img/target_15.png
10,35,modular,7,"['space', 'k']","['a', 'd']",img/target_7.png
10,36,modular,9,"['l', 'semicolon']","['f', 'space']",img/target_15.png
10,37,modular,8,"['j', 'semicolon']","['s', 'space']",img/target_12.png
10,38,modular,5,"['k', 'l']","['d', 'f']",img/target_13.png
10,39,modular,7,"['space', 'k']","['a', 'd']",img/target_7.png
10,40,modular,8,"['j', 'semicolon']","['s', 'space']",img/target_12.png
10,41,modular,9,"['l', 'semicolon']","['f', 'space']",img/target_15.png
10,42,modular,8,"['j', 'semicolon']","['s', 'space']",img/target_12.png
10,43,modular,9,"['l', 'semicolon']","['f', 'space']",img/target_15.png
10,44,modular,8,"['j', 'semicolon']","['s', 'space']",img/target_12.png
10,45,modular,5,"['k', 'l']","['d', 'f']",img/target_13.png
10,46,modular,4,"['k', 'semicolon']","['d', 'space']",img/target_14.png
10,47,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
10,48,modular,0,"['j', 'k']","['s', 'd']",img/target_10.png
10,49,modular,2,"['space', 'l']","['a', 'f']",img/target_8.png
10,50,modular,1,"['space', 'semicolon']","['a', 'space']",img/target_9.png
10,51,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
10,52,modular,0,"['j', 'k']","['s', 'd']",img/target_10.png
10,53,modular,1,"['space', 'semicolon']","['a', 'space']",img/target_9.png
10,54,modular,2,"['space', 'l']","['a', 'f']",img/target_8.png
10,55,modular,0,"['j', 'k']","['s', 'd']",img/target_10.png
10,56,modular,2,"['space', 'l']","['a', 'f']",img/target_8.png
10,57,modular,4,"['k', 'semicolon']","['d', 'space']",img/target_14.png
10,58,modular,1,"['space', 'semicolon']","['a', 'space']",img/target_9.png
10,59,modular,0,"['j', 'k']","['s', 'd']",img/target_10.png
10,60,modular,1,"['space', 'semicolon']","['a', 'space']",img/target_9.png
10,61,modular,4,"['k', 'semicolon']","['d', 'space']",img/target_14.png
10,62,modular,2,"['space', 'l']","['a', 'f']",img/target_8.png
10,63,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
10,64,modular,4,"['k', 'semicolon']","['d', 'space']",img/target_14.png
10,65,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
10,66,modular,0,"['j', 'k']","['s', 'd']",img/target_10.png
10,67,modular,1,"['space', 'semicolon']","['a', 'space']",img/target_9.png
10,68,modular,4,"['k', 'semicolon']","['d', 'space']",img/target_14.png
10,69,modular,5,"['k', 'l']","['d', 'f']",img/target_13.png
10,70,modular,6,"['space', 'j']","['a', 's']",img/target_6.png
10,71,modular,9,"['l', 'semicolon']","['f', 'space']",img/target_15.png
10,72,modular,0,"['j', 'k']","['s', 'd']",img/target_10.png
10,73,modular,1,"['space', 'semicolon']","['a', 'space']",img/target_9.png
10,74,modular,4,"['k', 'semicolon']","['d', 'space']",img/target_14.png
10,75,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
10,76,modular,2,"['space', 'l']","['a', 'f']",img/target_8.png
10,77,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
10,78,modular,2,"['space', 'l']","['a', 'f']",img/target_8.png
10,79,modular,1,"['space', 'semicolon']","['a', 'space']",img/target_9.png
10,80,modular,4,"['k', 'semicolon']","['d', 'space']",img/target_14.png
10,81,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
10,82,modular,0,"['j', 'k']","['s', 'd']",img/target_10.png
10,83,modular,1,"['space', 'semicolon']","['a', 'space']",img/target_9.png
10,84,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
10,85,modular,2,"['space', 'l']","['a', 'f']",img/target_8.png
10,86,modular,0,"['j', 'k']","['s', 'd']",img/target_10.png
10,87,modular,2,"['space', 'l']","['a', 'f']",img/target_8.png
10,88,modular,1,"['space', 'semicolon']","['a', 'space']",img/target_9.png
10,89,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
10,90,modular,4,"['k', 'semicolon']","['d', 'space']",img/target_14.png
10,91,modular,5,"['k', 'l']","['d', 'f']",img/target_13.png
10,92,modular,4,"['k', 'semicolon']","['d', 'space']",img/target_14.png
10,93,modular,2,"['space', 'l']","['a', 'f']",img/target_8.png
10,94,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
10,95,modular,0,"['j', 'k']","['s', 'd']",img/target_10.png
10,96,modular,2,"['space', 'l']","['a', 'f']",img/target_8.png
10,97,modular,4,"['k', 'semicolon']","['d', 'space']",img/target_14.png
10,98,modular,1,"['space', 'semicolon']","['a', 'space']",img/target_9.png
10,99,modular,0,"['j', 'k']","['s', 'd']",img/target_10.png
10,100,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
10,101,modular,2,"['space', 'l']","['a', 'f']",img/target_8.png
10,102,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
10,103,modular,4,"['k', 'semicolon']","['d', 'space']",img/target_14.png
10,104,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
10,105,modular,0,"['j', 'k']","['s', 'd']",img/target_10.png
10,106,modular,1,"['space', 'semicolon']","['a', 'space']",img/target_9.png
10,107,modular,2,"['space', 'l']","['a', 'f']",img/target_8.png
10,108,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
10,109,modular,0,"['j', 'k']","['s', 'd']",img/target_10.png
10,110,modular,1,"['space', 'semicolon']","['a', 'space']",img/target_9.png
10,111,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
10,112,modular,0,"['j', 'k']","['s', 'd']",img/target_10.png
10,113,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
10,114,modular,2,"['space', 'l']","['a', 'f']",img/target_8.png
10,115,modular,4,"['k', 'semicolon']","['d', 'space']",img/target_14.png
10,116,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
10,117,modular,2,"['space', 'l']","['a', 'f']",img/target_8.png
10,118,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
10,119,modular,2,"['space', 'l']","['a', 'f']",img/target_8.png
10,120,modular,4,"['k', 'semicolon']","['d', 'space']",img/target_14.png
10,121,modular,1,"['space', 'semicolon']","['a', 'space']",img/target_9.png
10,122,modular,0,"['j', 'k']","['s', 'd']",img/target_10.png
10,123,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
10,124,modular,2,"['space', 'l']","['a', 'f']",img/target_8.png
10,125,modular,4,"['k', 'semicolon']","['d', 'space']",img/target_14.png
10,126,modular,2,"['space', 'l']","['a', 'f']",img/target_8.png
10,127,modular,4,"['k', 'semicolon']","['d', 'space']",img/target_14.png
10,128,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
10,129,modular,0,"['j', 'k']","['s', 'd']",img/target_10.png
10,130,modular,9,"['l', 'semicolon']","['f', 'space']",img/target_15.png
10,131,modular,7,"['space', 'k']","['a', 'd']",img/target_7.png
10,132,modular,5,"['k', 'l']","['d', 'f']",img/target_13.png
10,133,modular,7,"['space', 'k']","['a', 'd']",img/target_7.png
10,134,modular,9,"['l', 'semicolon']","['f', 'space']",img/target_15.png
10,135,modular,7,"['space', 'k']","['a', 'd']",img/target_7.png
10,136,modular,9,"['l', 'semicolon']","['f', 'space']",img/target_15.png
10,137,modular,6,"['space', 'j']","['a', 's']",img/target_6.png
10,138,modular,8,"['j', 'semicolon']","['s', 'space']",img/target_12.png
10,139,modular,5,"['k', 'l']","['d', 'f']",img/target_13.png
10,140,modular,7,"['space', 'k']","['a', 'd']",img/target_7.png
10,141,modular,8,"['j', 'semicolon']","['s', 'space']",img/target_12.png
10,142,modular,7,"['space', 'k']","['a', 'd']",img/target_7.png
10,143,modular,8,"['j', 'semicolon']","['s', 'space']",img/target_12.png
10,144,modular,6,"['space', 'j']","['a', 's']",img/target_6.png
10,145,modular,8,"['j', 'semicolon']","['s', 'space']",img/target_12.png
10,146,modular,7,"['space', 'k']","['a', 'd']",img/target_7.png
10,147,modular,8,"['j', 'semicolon']","['s', 'space']",img/target_12.png
10,148,modular,9,"['l', 'semicolon']","['f', 'space']",img/target_15.png
10,149,modular,8,"['j', 'semicolon']","['s', 'space']",img/target_12.png
10,150,modular,9,"['l', 'semicolon']","['f', 'space']",img/target_15.png
10,151,modular,0,"['j', 'k']","['s', 'd']",img/target_10.png
10,152,modular,2,"['space', 'l']","['a', 'f']",img/target_8.png
10,153,modular,0,"['j', 'k']","['s', 'd']",img/target_10.png
10,154,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
10,155,modular,2,"['space', 'l']","['a', 'f']",img/target_8.png
10,156,modular,4,"['k', 'semicolon']","['d', 'space']",img/target_14.png
10,157,modular,1,"['space', 'semicolon']","['a', 'space']",img/target_9.png
