pID,trialNum,graph,walk,respR,respL,path
33,1,lattice,1,"['j', 'k']","['s', 'd']",img/target_10.png
33,2,lattice,3,"['space', 'k']","['a', 'd']",img/target_7.png
33,3,lattice,2,"['space', 'j']","['a', 's']",img/target_6.png
33,4,lattice,4,"['j', 'semicolon']","['s', 'space']",img/target_12.png
33,5,lattice,5,"['space', 'l']","['a', 'f']",img/target_8.png
33,6,lattice,4,"['j', 'semicolon']","['s', 'space']",img/target_12.png
33,7,lattice,3,"['space', 'k']","['a', 'd']",img/target_7.png
33,8,lattice,2,"['space', 'j']","['a', 's']",img/target_6.png
33,9,lattice,0,"['j', 'l']","['s', 'f']",img/target_11.png
33,10,lattice,2,"['space', 'j']","['a', 's']",img/target_6.png
33,11,lattice,4,"['j', 'semicolon']","['s', 'space']",img/target_12.png
33,12,lattice,3,"['space', 'k']","['a', 'd']",img/target_7.png
33,13,lattice,2,"['space', 'j']","['a', 's']",img/target_6.png
33,14,lattice,3,"['space', 'k']","['a', 'd']",img/target_7.png
33,15,lattice,4,"['j', 'semicolon']","['s', 'space']",img/target_12.png
33,16,lattice,3,"['space', 'k']","['a', 'd']",img/target_7.png
33,17,lattice,2,"['space', 'j']","['a', 's']",img/target_6.png
33,18,lattice,0,"['j', 'l']","['s', 'f']",img/target_11.png
33,19,lattice,8,"['k', 'semicolon']","['d', 'space']",img/target_14.png
33,20,lattice,6,"['space', 'semicolon']","['a', 'space']",img/target_9.png
33,21,lattice,5,"['space', 'l']","['a', 'f']",img/target_8.png
33,22,lattice,4,"['j', 'semicolon']","['s', 'space']",img/target_12.png
33,23,lattice,5,"['space', 'l']","['a', 'f']",img/target_8.png
33,24,lattice,6,"['space', 'semicolon']","['a', 'space']",img/target_9.png
33,25,lattice,5,"['space', 'l']","['a', 'f']",img/target_8.png
33,26,lattice,4,"['j', 'semicolon']","['s', 'space']",img/target_12.png
33,27,lattice,6,"['space', 'semicolon']","['a', 'space']",img/target_9.png
33,28,lattice,7,"['k', 'l']","['d', 'f']",img/target_13.png
33,29,lattice,5,"['space', 'l']","['a', 'f']",img/target_8.png
33,30,lattice,7,"['k', 'l']","['d', 'f']",img/target_13.png
33,31,lattice,6,"['space', 'semicolon']","['a', 'space']",img/target_9.png
33,32,lattice,5,"['space', 'l']","['a', 'f']",img/target_8.png
33,33,lattice,6,"['space', 'semicolon']","['a', 'space']",img/target_9.png
33,34,lattice,5,"['space', 'l']","['a', 'f']",img/target_8.png
33,35,lattice,6,"['space', 'semicolon']","['a', 'space']",img/target_9.png
33,36,lattice,4,"['j', 'semicolon']","['s', 'space']",img/target_12.png
