pID,trialNum,graph,walk,respR,respL,path
23,1,lattice,5,"['space', 'l']","['a', 'f']",img/target_8.png
23,2,lattice,4,"['space', 'semicolon']","['a', 'space']",img/target_9.png
23,3,lattice,3,"['space', 'k']","['a', 'd']",img/target_7.png
23,4,lattice,2,"['k', 'l']","['d', 'f']",img/target_13.png
23,5,lattice,1,"['space', 'j']","['a', 's']",img/target_6.png
23,6,lattice,0,"['j', 'l']","['s', 'f']",img/target_11.png
23,7,lattice,9,"['j', 'k']","['s', 'd']",img/target_10.png
23,8,lattice,1,"['space', 'j']","['a', 's']",img/target_6.png
23,9,lattice,0,"['j', 'l']","['s', 'f']",img/target_11.png
23,10,lattice,2,"['k', 'l']","['d', 'f']",img/target_13.png
23,11,lattice,1,"['space', 'j']","['a', 's']",img/target_6.png
23,12,lattice,0,"['j', 'l']","['s', 'f']",img/target_11.png
23,13,lattice,8,"['j', 'semicolon']","['s', 'space']",img/target_12.png
23,14,lattice,0,"['j', 'l']","['s', 'f']",img/target_11.png
23,15,lattice,2,"['k', 'l']","['d', 'f']",img/target_13.png
23,16,lattice,3,"['space', 'k']","['a', 'd']",img/target_7.png
23,17,lattice,4,"['space', 'semicolon']","['a', 'space']",img/target_9.png
23,18,lattice,2,"['k', 'l']","['d', 'f']",img/target_13.png
23,19,lattice,0,"['j', 'l']","['s', 'f']",img/target_11.png
23,20,lattice,8,"['j', 'semicolon']","['s', 'space']",img/target_12.png
23,21,lattice,9,"['j', 'k']","['s', 'd']",img/target_10.png
23,22,lattice,1,"['space', 'j']","['a', 's']",img/target_6.png
23,23,lattice,9,"['j', 'k']","['s', 'd']",img/target_10.png
23,24,lattice,0,"['j', 'l']","['s', 'f']",img/target_11.png
23,25,lattice,1,"['space', 'j']","['a', 's']",img/target_6.png
23,26,lattice,3,"['space', 'k']","['a', 'd']",img/target_7.png
23,27,lattice,1,"['space', 'j']","['a', 's']",img/target_6.png
23,28,lattice,0,"['j', 'l']","['s', 'f']",img/target_11.png
23,29,lattice,1,"['space', 'j']","['a', 's']",img/target_6.png
23,30,lattice,0,"['j', 'l']","['s', 'f']",img/target_11.png
23,31,lattice,9,"['j', 'k']","['s', 'd']",img/target_10.png
23,32,lattice,8,"['j', 'semicolon']","['s', 'space']",img/target_12.png
23,33,lattice,6,"['l', 'semicolon']","['f', 'space']",img/target_15.png
23,34,lattice,8,"['j', 'semicolon']","['s', 'space']",img/target_12.png
23,35,lattice,7,"['k', 'semicolon']","['d', 'space']",img/target_14.png
23,36,lattice,9,"['j', 'k']","['s', 'd']",img/target_10.png
23,37,lattice,8,"['j', 'semicolon']","['s', 'space']",img/target_12.png
23,38,lattice,6,"['l', 'semicolon']","['f', 'space']",img/target_15.png
23,39,lattice,5,"['space', 'l']","['a', 'f']",img/target_8.png
23,40,lattice,6,"['l', 'semicolon']","['f', 'space']",img/target_15.png
23,41,lattice,4,"['space', 'semicolon']","['a', 'space']",img/target_9.png
23,42,lattice,3,"['space', 'k']","['a', 'd']",img/target_7.png
23,43,lattice,5,"['space', 'l']","['a', 'f']",img/target_8.png
23,44,lattice,4,"['space', 'semicolon']","['a', 'space']",img/target_9.png
23,45,lattice,6,"['l', 'semicolon']","['f', 'space']",img/target_15.png
23,46,lattice,4,"['space', 'semicolon']","['a', 'space']",img/target_9.png
23,47,lattice,6,"['l', 'semicolon']","['f', 'space']",img/target_15.png
23,48,lattice,7,"['k', 'semicolon']","['d', 'space']",img/target_14.png
23,49,lattice,6,"['l', 'semicolon']","['f', 'space']",img/target_15.png
23,50,lattice,5,"['space', 'l']","['a', 'f']",img/target_8.png
23,51,lattice,7,"['k', 'semicolon']","['d', 'space']",img/target_14.png
23,52,lattice,5,"['space', 'l']","['a', 'f']",img/target_8.png
23,53,lattice,6,"['l', 'semicolon']","['f', 'space']",img/target_15.png
23,54,lattice,4,"['space', 'semicolon']","['a', 'space']",img/target_9.png
23,55,lattice,5,"['space', 'l']","['a', 'f']",img/target_8.png
23,56,lattice,6,"['l', 'semicolon']","['f', 'space']",img/target_15.png
