pID,trialNum,graph,walk,respR,respL,path
4,1,modular,5,"['j', 'k']","['s', 'd']",img/target_10.png
4,2,modular,8,"['j', 'l']","['s', 'f']",img/target_11.png
4,3,modular,7,"['space', 'k']","['a', 'd']",img/target_7.png
4,4,modular,6,"['space', 'l']","['a', 'f']",img/target_8.png
4,5,modular,5,"['j', 'k']","['s', 'd']",img/target_10.png
4,6,modular,8,"['j', 'l']","['s', 'f']",img/target_11.png
4,7,modular,6,"['space', 'l']","['a', 'f']",img/target_8.png
4,8,modular,7,"['space', 'k']","['a', 'd']",img/target_7.png
4,9,modular,8,"['j', 'l']","['s', 'f']",img/target_11.png
4,10,modular,6,"['space', 'l']","['a', 'f']",img/target_8.png
4,11,modular,7,"['space', 'k']","['a', 'd']",img/target_7.png
4,12,modular,6,"['space', 'l']","['a', 'f']",img/target_8.png
4,13,modular,5,"['j', 'k']","['s', 'd']",img/target_10.png
4,14,modular,4,"['j', 'semicolon']","['s', 'space']",img/target_12.png
4,15,modular,3,"['space', 'semicolon']","['a', 'space']",img/target_9.png
4,16,modular,1,"['l', 'semicolon']","['f', 'space']",img/target_15.png
4,17,modular,3,"['space', 'semicolon']","['a', 'space']",img/target_9.png
4,18,modular,0,"['k', 'semicolon']","['d', 'space']",img/target_14.png
4,19,modular,2,"['space', 'j']","['a', 's']",img/target_6.png
4,20,modular,4,"['j', 'semicolon']","['s', 'space']",img/target_12.png
4,21,modular,2,"['space', 'j']","['a', 's']",img/target_6.png
4,22,modular,0,"['k', 'semicolon']","['d', 'space']",img/target_14.png
4,23,modular,3,"['space', 'semicolon']","['a', 'space']",img/target_9.png
4,24,modular,0,"['k', 'semicolon']","['d', 'space']",img/target_14.png
4,25,modular,1,"['l', 'semicolon']","['f', 'space']",img/target_15.png
4,26,modular,2,"['space', 'j']","['a', 's']",img/target_6.png
4,27,modular,3,"['space', 'semicolon']","['a', 'space']",img/target_9.png
4,28,modular,4,"['j', 'semicolon']","['s', 'space']",img/target_12.png
4,29,modular,2,"['space', 'j']","['a', 's']",img/target_6.png
4,30,modular,3,"['space', 'semicolon']","['a', 'space']",img/target_9.png
4,31,modular,1,"['l', 'semicolon']","['f', 'space']",img/target_15.png
4,32,modular,2,"['space', 'j']","['a', 's']",img/target_6.png
4,33,modular,4,"['j', 'semicolon']","['s', 'space']",img/target_12.png
4,34,modular,1,"['l', 'semicolon']","['f', 'space']",img/target_15.png
4,35,modular,4,"['j', 'semicolon']","['s', 'space']",img/target_12.png
4,36,modular,1,"['l', 'semicolon']","['f', 'space']",img/target_15.png
4,37,modular,2,"['space', 'j']","['a', 's']",img/target_6.png
4,38,modular,4,"['j', 'semicolon']","['s', 'space']",img/target_12.png
4,39,modular,5,"['j', 'k']","['s', 'd']",img/target_10.png
4,40,modular,8,"['j', 'l']","['s', 'f']",img/target_11.png
4,41,modular,6,"['space', 'l']","['a', 'f']",img/target_8.png
4,42,modular,9,"['k', 'l']","['d', 'f']",img/target_13.png
4,43,modular,6,"['space', 'l']","['a', 'f']",img/target_8.png
4,44,modular,5,"['j', 'k']","['s', 'd']",img/target_10.png
4,45,modular,6,"['space', 'l']","['a', 'f']",img/target_8.png
4,46,modular,5,"['j', 'k']","['s', 'd']",img/target_10.png
4,47,modular,6,"['space', 'l']","['a', 'f']",img/target_8.png
4,48,modular,7,"['space', 'k']","['a', 'd']",img/target_7.png
4,49,modular,8,"['j', 'l']","['s', 'f']",img/target_11.png
4,50,modular,9,"['k', 'l']","['d', 'f']",img/target_13.png
4,51,modular,8,"['j', 'l']","['s', 'f']",img/target_11.png
4,52,modular,9,"['k', 'l']","['d', 'f']",img/target_13.png
4,53,modular,6,"['space', 'l']","['a', 'f']",img/target_8.png
4,54,modular,9,"['k', 'l']","['d', 'f']",img/target_13.png
4,55,modular,6,"['space', 'l']","['a', 'f']",img/target_8.png
4,56,modular,7,"['space', 'k']","['a', 'd']",img/target_7.png
4,57,modular,6,"['space', 'l']","['a', 'f']",img/target_8.png
4,58,modular,8,"['j', 'l']","['s', 'f']",img/target_11.png
4,59,modular,7,"['space', 'k']","['a', 'd']",img/target_7.png
4,60,modular,5,"['j', 'k']","['s', 'd']",img/target_10.png
