pID,trialNum,graph,walk,respR,respL,path
19,1,lattice,6,"['j', 'k']","['s', 'd']",img/target_10.png
19,2,lattice,5,"['space', 'semicolon']","['a', 'space']",img/target_9.png
19,3,lattice,4,"['k', 'l']","['d', 'f']",img/target_13.png
19,4,lattice,2,"['space', 'k']","['a', 'd']",img/target_7.png
19,5,lattice,1,"['k', 'semicolon']","['d', 'space']",img/target_14.png
19,6,lattice,2,"['space', 'k']","['a', 'd']",img/target_7.png
19,7,lattice,4,"['k', 'l']","['d', 'f']",img/target_13.png
19,8,lattice,2,"['space', 'k']","['a', 'd']",img/target_7.png
19,9,lattice,3,"['j', 'semicolon']","['s', 'space']",img/target_12.png
19,10,lattice,1,"['k', 'semicolon']","['d', 'space']",img/target_14.png
19,11,lattice,0,"['j', 'l']","['s', 'f']",img/target_11.png
19,12,lattice,2,"['space', 'k']","['a', 'd']",img/target_7.png
19,13,lattice,0,"['j', 'l']","['s', 'f']",img/target_11.png
19,14,lattice,9,"['l', 'semicolon']","['f', 'space']",img/target_15.png
19,15,lattice,1,"['k', 'semicolon']","['d', 'space']",img/target_14.png
19,16,lattice,2,"['space', 'k']","['a', 'd']",img/target_7.png
19,17,lattice,4,"['k', 'l']","['d', 'f']",img/target_13.png
19,18,lattice,6,"['j', 'k']","['s', 'd']",img/target_10.png
19,19,lattice,8,"['space', 'l']","['a', 'f']",img/target_8.png
19,20,lattice,6,"['j', 'k']","['s', 'd']",img/target_10.png
19,21,lattice,8,"['space', 'l']","['a', 'f']",img/target_8.png
19,22,lattice,7,"['space', 'j']","['a', 's']",img/target_6.png
19,23,lattice,5,"['space', 'semicolon']","['a', 'space']",img/target_9.png
19,24,lattice,3,"['j', 'semicolon']","['s', 'space']",img/target_12.png
19,25,lattice,5,"['space', 'semicolon']","['a', 'space']",img/target_9.png
19,26,lattice,7,"['space', 'j']","['a', 's']",img/target_6.png
19,27,lattice,9,"['l', 'semicolon']","['f', 'space']",img/target_15.png
19,28,lattice,0,"['j', 'l']","['s', 'f']",img/target_11.png
19,29,lattice,2,"['space', 'k']","['a', 'd']",img/target_7.png
19,30,lattice,4,"['k', 'l']","['d', 'f']",img/target_13.png
19,31,lattice,3,"['j', 'semicolon']","['s', 'space']",img/target_12.png
19,32,lattice,1,"['k', 'semicolon']","['d', 'space']",img/target_14.png
19,33,lattice,3,"['j', 'semicolon']","['s', 'space']",img/target_12.png
19,34,lattice,1,"['k', 'semicolon']","['d', 'space']",img/target_14.png
19,35,lattice,2,"['space', 'k']","['a', 'd']",img/target_7.png
19,36,lattice,1,"['k', 'semicolon']","['d', 'space']",img/target_14.png
19,37,lattice,2,"['space', 'k']","['a', 'd']",img/target_7.png
19,38,lattice,4,"['k', 'l']","['d', 'f']",img/target_13.png
19,39,lattice,2,"['space', 'k']","['a', 'd']",img/target_7.png
19,40,lattice,0,"['j', 'l']","['s', 'f']",img/target_11.png
19,41,lattice,2,"['space', 'k']","['a', 'd']",img/target_7.png
19,42,lattice,1,"['k', 'semicolon']","['d', 'space']",img/target_14.png
19,43,lattice,2,"['space', 'k']","['a', 'd']",img/target_7.png
19,44,lattice,1,"['k', 'semicolon']","['d', 'space']",img/target_14.png
19,45,lattice,3,"['j', 'semicolon']","['s', 'space']",img/target_12.png
19,46,lattice,5,"['space', 'semicolon']","['a', 'space']",img/target_9.png
19,47,lattice,4,"['k', 'l']","['d', 'f']",img/target_13.png
19,48,lattice,6,"['j', 'k']","['s', 'd']",img/target_10.png
19,49,lattice,4,"['k', 'l']","['d', 'f']",img/target_13.png
19,50,lattice,6,"['j', 'k']","['s', 'd']",img/target_10.png
19,51,lattice,8,"['space', 'l']","['a', 'f']",img/target_8.png
19,52,lattice,7,"['space', 'j']","['a', 's']",img/target_6.png
19,53,lattice,5,"['space', 'semicolon']","['a', 'space']",img/target_9.png
19,54,lattice,6,"['j', 'k']","['s', 'd']",img/target_10.png
19,55,lattice,5,"['space', 'semicolon']","['a', 'space']",img/target_9.png
19,56,lattice,3,"['j', 'semicolon']","['s', 'space']",img/target_12.png
19,57,lattice,4,"['k', 'l']","['d', 'f']",img/target_13.png
19,58,lattice,5,"['space', 'semicolon']","['a', 'space']",img/target_9.png
19,59,lattice,3,"['j', 'semicolon']","['s', 'space']",img/target_12.png
19,60,lattice,4,"['k', 'l']","['d', 'f']",img/target_13.png
19,61,lattice,3,"['j', 'semicolon']","['s', 'space']",img/target_12.png
19,62,lattice,5,"['space', 'semicolon']","['a', 'space']",img/target_9.png
19,63,lattice,3,"['j', 'semicolon']","['s', 'space']",img/target_12.png
19,64,lattice,5,"['space', 'semicolon']","['a', 'space']",img/target_9.png
19,65,lattice,6,"['j', 'k']","['s', 'd']",img/target_10.png
19,66,lattice,4,"['k', 'l']","['d', 'f']",img/target_13.png
19,67,lattice,3,"['j', 'semicolon']","['s', 'space']",img/target_12.png
19,68,lattice,4,"['k', 'l']","['d', 'f']",img/target_13.png
19,69,lattice,3,"['j', 'semicolon']","['s', 'space']",img/target_12.png
19,70,lattice,1,"['k', 'semicolon']","['d', 'space']",img/target_14.png
19,71,lattice,0,"['j', 'l']","['s', 'f']",img/target_11.png
19,72,lattice,8,"['space', 'l']","['a', 'f']",img/target_8.png
19,73,lattice,0,"['j', 'l']","['s', 'f']",img/target_11.png
19,74,lattice,1,"['k', 'semicolon']","['d', 'space']",img/target_14.png
19,75,lattice,2,"['space', 'k']","['a', 'd']",img/target_7.png
19,76,lattice,4,"['k', 'l']","['d', 'f']",img/target_13.png
19,77,lattice,6,"['j', 'k']","['s', 'd']",img/target_10.png
19,78,lattice,7,"['space', 'j']","['a', 's']",img/target_6.png
19,79,lattice,9,"['l', 'semicolon']","['f', 'space']",img/target_15.png
19,80,lattice,1,"['k', 'semicolon']","['d', 'space']",img/target_14.png
19,81,lattice,3,"['j', 'semicolon']","['s', 'space']",img/target_12.png
19,82,lattice,1,"['k', 'semicolon']","['d', 'space']",img/target_14.png
19,83,lattice,9,"['l', 'semicolon']","['f', 'space']",img/target_15.png
19,84,lattice,0,"['j', 'l']","['s', 'f']",img/target_11.png
19,85,lattice,2,"['space', 'k']","['a', 'd']",img/target_7.png
19,86,lattice,0,"['j', 'l']","['s', 'f']",img/target_11.png
19,87,lattice,9,"['l', 'semicolon']","['f', 'space']",img/target_15.png
19,88,lattice,8,"['space', 'l']","['a', 'f']",img/target_8.png
19,89,lattice,6,"['j', 'k']","['s', 'd']",img/target_10.png
19,90,lattice,7,"['space', 'j']","['a', 's']",img/target_6.png
19,91,lattice,6,"['j', 'k']","['s', 'd']",img/target_10.png
19,92,lattice,7,"['space', 'j']","['a', 's']",img/target_6.png
19,93,lattice,8,"['space', 'l']","['a', 'f']",img/target_8.png
19,94,lattice,7,"['space', 'j']","['a', 's']",img/target_6.png
19,95,lattice,8,"['space', 'l']","['a', 'f']",img/target_8.png
19,96,lattice,7,"['space', 'j']","['a', 's']",img/target_6.png
19,97,lattice,6,"['j', 'k']","['s', 'd']",img/target_10.png
19,98,lattice,5,"['space', 'semicolon']","['a', 'space']",img/target_9.png
19,99,lattice,3,"['j', 'semicolon']","['s', 'space']",img/target_12.png
19,100,lattice,2,"['space', 'k']","['a', 'd']",img/target_7.png
19,101,lattice,1,"['k', 'semicolon']","['d', 'space']",img/target_14.png
19,102,lattice,3,"['j', 'semicolon']","['s', 'space']",img/target_12.png
19,103,lattice,1,"['k', 'semicolon']","['d', 'space']",img/target_14.png
19,104,lattice,2,"['space', 'k']","['a', 'd']",img/target_7.png
19,105,lattice,1,"['k', 'semicolon']","['d', 'space']",img/target_14.png
