pID,trialNum,graph,walk,respR,respL,path
20,1,modular,4,"['space', 'j']","['a', 's']",img/target_6.png
20,2,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
20,3,modular,0,"['k', 'l']","['d', 'f']",img/target_13.png
20,4,modular,2,"['j', 'k']","['s', 'd']",img/target_10.png
20,5,modular,0,"['k', 'l']","['d', 'f']",img/target_13.png
20,6,modular,2,"['j', 'k']","['s', 'd']",img/target_10.png
20,7,modular,4,"['space', 'j']","['a', 's']",img/target_6.png
20,8,modular,2,"['j', 'k']","['s', 'd']",img/target_10.png
20,9,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
20,10,modular,4,"['space', 'j']","['a', 's']",img/target_6.png
20,11,modular,2,"['j', 'k']","['s', 'd']",img/target_10.png
20,12,modular,0,"['k', 'l']","['d', 'f']",img/target_13.png
20,13,modular,9,"['space', 'k']","['a', 'd']",img/target_7.png
20,14,modular,6,"['j', 'semicolon']","['s', 'space']",img/target_12.png
20,15,modular,8,"['k', 'semicolon']","['d', 'space']",img/target_14.png
20,16,modular,5,"['l', 'semicolon']","['f', 'space']",img/target_15.png
20,17,modular,6,"['j', 'semicolon']","['s', 'space']",img/target_12.png
20,18,modular,7,"['space', 'semicolon']","['a', 'space']",img/target_9.png
20,19,modular,9,"['space', 'k']","['a', 'd']",img/target_7.png
20,20,modular,8,"['k', 'semicolon']","['d', 'space']",img/target_14.png
20,21,modular,9,"['space', 'k']","['a', 'd']",img/target_7.png
20,22,modular,0,"['k', 'l']","['d', 'f']",img/target_13.png
20,23,modular,2,"['j', 'k']","['s', 'd']",img/target_10.png
20,24,modular,1,"['space', 'l']","['a', 'f']",img/target_8.png
20,25,modular,4,"['space', 'j']","['a', 's']",img/target_6.png
20,26,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
20,27,modular,0,"['k', 'l']","['d', 'f']",img/target_13.png
20,28,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
20,29,modular,0,"['k', 'l']","['d', 'f']",img/target_13.png
20,30,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
20,31,modular,0,"['k', 'l']","['d', 'f']",img/target_13.png
20,32,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
20,33,modular,0,"['k', 'l']","['d', 'f']",img/target_13.png
20,34,modular,1,"['space', 'l']","['a', 'f']",img/target_8.png
20,35,modular,4,"['space', 'j']","['a', 's']",img/target_6.png
20,36,modular,2,"['j', 'k']","['s', 'd']",img/target_10.png
20,37,modular,0,"['k', 'l']","['d', 'f']",img/target_13.png
20,38,modular,1,"['space', 'l']","['a', 'f']",img/target_8.png
20,39,modular,0,"['k', 'l']","['d', 'f']",img/target_13.png
20,40,modular,1,"['space', 'l']","['a', 'f']",img/target_8.png
20,41,modular,2,"['j', 'k']","['s', 'd']",img/target_10.png
20,42,modular,0,"['k', 'l']","['d', 'f']",img/target_13.png
20,43,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
20,44,modular,1,"['space', 'l']","['a', 'f']",img/target_8.png
20,45,modular,0,"['k', 'l']","['d', 'f']",img/target_13.png
20,46,modular,2,"['j', 'k']","['s', 'd']",img/target_10.png
20,47,modular,0,"['k', 'l']","['d', 'f']",img/target_13.png
20,48,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
20,49,modular,2,"['j', 'k']","['s', 'd']",img/target_10.png
20,50,modular,4,"['space', 'j']","['a', 's']",img/target_6.png
20,51,modular,2,"['j', 'k']","['s', 'd']",img/target_10.png
20,52,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
20,53,modular,1,"['space', 'l']","['a', 'f']",img/target_8.png
20,54,modular,2,"['j', 'k']","['s', 'd']",img/target_10.png
20,55,modular,4,"['space', 'j']","['a', 's']",img/target_6.png
20,56,modular,1,"['space', 'l']","['a', 'f']",img/target_8.png
20,57,modular,2,"['j', 'k']","['s', 'd']",img/target_10.png
20,58,modular,3,"['j', 'l']","['s', 'f']",img/target_11.png
20,59,modular,1,"['space', 'l']","['a', 'f']",img/target_8.png
20,60,modular,0,"['k', 'l']","['d', 'f']",img/target_13.png
20,61,modular,2,"['j', 'k']","['s', 'd']",img/target_10.png
20,62,modular,4,"['space', 'j']","['a', 's']",img/target_6.png
20,63,modular,5,"['l', 'semicolon']","['f', 'space']",img/target_15.png
20,64,modular,7,"['space', 'semicolon']","['a', 'space']",img/target_9.png
20,65,modular,5,"['l', 'semicolon']","['f', 'space']",img/target_15.png
20,66,modular,8,"['k', 'semicolon']","['d', 'space']",img/target_14.png
20,67,modular,6,"['j', 'semicolon']","['s', 'space']",img/target_12.png
20,68,modular,9,"['space', 'k']","['a', 'd']",img/target_7.png
20,69,modular,6,"['j', 'semicolon']","['s', 'space']",img/target_12.png
20,70,modular,8,"['k', 'semicolon']","['d', 'space']",img/target_14.png
20,71,modular,6,"['j', 'semicolon']","['s', 'space']",img/target_12.png
20,72,modular,7,"['space', 'semicolon']","['a', 'space']",img/target_9.png
20,73,modular,8,"['k', 'semicolon']","['d', 'space']",img/target_14.png
20,74,modular,7,"['space', 'semicolon']","['a', 'space']",img/target_9.png
20,75,modular,8,"['k', 'semicolon']","['d', 'space']",img/target_14.png
20,76,modular,6,"['j', 'semicolon']","['s', 'space']",img/target_12.png
20,77,modular,8,"['k', 'semicolon']","['d', 'space']",img/target_14.png
20,78,modular,7,"['space', 'semicolon']","['a', 'space']",img/target_9.png
20,79,modular,5,"['l', 'semicolon']","['f', 'space']",img/target_15.png
20,80,modular,6,"['j', 'semicolon']","['s', 'space']",img/target_12.png
20,81,modular,9,"['space', 'k']","['a', 'd']",img/target_7.png
20,82,modular,8,"['k', 'semicolon']","['d', 'space']",img/target_14.png
20,83,modular,9,"['space', 'k']","['a', 'd']",img/target_7.png
20,84,modular,6,"['j', 'semicolon']","['s', 'space']",img/target_12.png
20,85,modular,9,"['space', 'k']","['a', 'd']",img/target_7.png
20,86,modular,8,"['k', 'semicolon']","['d', 'space']",img/target_14.png
20,87,modular,5,"['l', 'semicolon']","['f', 'space']",img/target_15.png
20,88,modular,4,"['space', 'j']","['a', 's']",img/target_6.png
20,89,modular,1,"['space', 'l']","['a', 'f']",img/target_8.png
20,90,modular,0,"['k', 'l']","['d', 'f']",img/target_13.png
20,91,modular,9,"['space', 'k']","['a', 'd']",img/target_7.png
20,92,modular,8,"['k', 'semicolon']","['d', 'space']",img/target_14.png
20,93,modular,9,"['space', 'k']","['a', 'd']",img/target_7.png
20,94,modular,6,"['j', 'semicolon']","['s', 'space']",img/target_12.png
20,95,modular,5,"['l', 'semicolon']","['f', 'space']",img/target_15.png
20,96,modular,7,"['space', 'semicolon']","['a', 'space']",img/target_9.png
