pID,trialNum,graph,walk,respR,respL,path
13,1,lattice,4,"['space', 'k']","['a', 'd']",img/target_7.png
13,2,lattice,6,"['space', 'semicolon']","['a', 'space']",img/target_9.png
13,3,lattice,4,"['space', 'k']","['a', 'd']",img/target_7.png
13,4,lattice,5,"['k', 'l']","['d', 'f']",img/target_13.png
13,5,lattice,4,"['space', 'k']","['a', 'd']",img/target_7.png
13,6,lattice,5,"['k', 'l']","['d', 'f']",img/target_13.png
13,7,lattice,4,"['space', 'k']","['a', 'd']",img/target_7.png
13,8,lattice,3,"['space', 'j']","['a', 's']",img/target_6.png
13,9,lattice,2,"['j', 'semicolon']","['s', 'space']",img/target_12.png
13,10,lattice,4,"['space', 'k']","['a', 'd']",img/target_7.png
13,11,lattice,6,"['space', 'semicolon']","['a', 'space']",img/target_9.png
13,12,lattice,7,"['k', 'semicolon']","['d', 'space']",img/target_14.png
13,13,lattice,5,"['k', 'l']","['d', 'f']",img/target_13.png
13,14,lattice,4,"['space', 'k']","['a', 'd']",img/target_7.png
13,15,lattice,5,"['k', 'l']","['d', 'f']",img/target_13.png
13,16,lattice,7,"['k', 'semicolon']","['d', 'space']",img/target_14.png
13,17,lattice,5,"['k', 'l']","['d', 'f']",img/target_13.png
13,18,lattice,6,"['space', 'semicolon']","['a', 'space']",img/target_9.png
13,19,lattice,4,"['space', 'k']","['a', 'd']",img/target_7.png
13,20,lattice,5,"['k', 'l']","['d', 'f']",img/target_13.png
13,21,lattice,7,"['k', 'semicolon']","['d', 'space']",img/target_14.png
13,22,lattice,6,"['space', 'semicolon']","['a', 'space']",img/target_9.png
13,23,lattice,7,"['k', 'semicolon']","['d', 'space']",img/target_14.png
13,24,lattice,6,"['space', 'semicolon']","['a', 'space']",img/target_9.png
13,25,lattice,4,"['space', 'k']","['a', 'd']",img/target_7.png
13,26,lattice,5,"['k', 'l']","['d', 'f']",img/target_13.png
13,27,lattice,6,"['space', 'semicolon']","['a', 'space']",img/target_9.png
13,28,lattice,7,"['k', 'semicolon']","['d', 'space']",img/target_14.png
13,29,lattice,9,"['j', 'k']","['s', 'd']",img/target_10.png
13,30,lattice,1,"['j', 'l']","['s', 'f']",img/target_11.png
13,31,lattice,2,"['j', 'semicolon']","['s', 'space']",img/target_12.png
13,32,lattice,3,"['space', 'j']","['a', 's']",img/target_6.png
13,33,lattice,2,"['j', 'semicolon']","['s', 'space']",img/target_12.png
13,34,lattice,1,"['j', 'l']","['s', 'f']",img/target_11.png
13,35,lattice,3,"['space', 'j']","['a', 's']",img/target_6.png
13,36,lattice,1,"['j', 'l']","['s', 'f']",img/target_11.png
13,37,lattice,9,"['j', 'k']","['s', 'd']",img/target_10.png
13,38,lattice,8,"['space', 'l']","['a', 'f']",img/target_8.png
13,39,lattice,6,"['space', 'semicolon']","['a', 'space']",img/target_9.png
13,40,lattice,8,"['space', 'l']","['a', 'f']",img/target_8.png
13,41,lattice,9,"['j', 'k']","['s', 'd']",img/target_10.png
13,42,lattice,8,"['space', 'l']","['a', 'f']",img/target_8.png
13,43,lattice,0,"['l', 'semicolon']","['f', 'space']",img/target_15.png
13,44,lattice,1,"['j', 'l']","['s', 'f']",img/target_11.png
13,45,lattice,2,"['j', 'semicolon']","['s', 'space']",img/target_12.png
13,46,lattice,3,"['space', 'j']","['a', 's']",img/target_6.png
