pID,trialNum,graph,walk,respR,respL,path
5,1,lattice,8,"['k', 'l']","['d', 'f']",img/target_13.png
5,2,lattice,9,"['j', 'semicolon']","['s', 'space']",img/target_12.png
5,3,lattice,1,"['k', 'semicolon']","['d', 'space']",img/target_14.png
5,4,lattice,0,"['space', 'l']","['a', 'f']",img/target_8.png
5,5,lattice,1,"['k', 'semicolon']","['d', 'space']",img/target_14.png
5,6,lattice,2,"['l', 'semicolon']","['f', 'space']",img/target_15.png
5,7,lattice,4,"['space', 'semicolon']","['a', 'space']",img/target_9.png
5,8,lattice,6,"['j', 'k']","['s', 'd']",img/target_10.png
5,9,lattice,7,"['space', 'k']","['a', 'd']",img/target_7.png
5,10,lattice,5,"['j', 'l']","['s', 'f']",img/target_11.png
5,11,lattice,6,"['j', 'k']","['s', 'd']",img/target_10.png
5,12,lattice,4,"['space', 'semicolon']","['a', 'space']",img/target_9.png
5,13,lattice,3,"['space', 'j']","['a', 's']",img/target_6.png
5,14,lattice,5,"['j', 'l']","['s', 'f']",img/target_11.png
5,15,lattice,6,"['j', 'k']","['s', 'd']",img/target_10.png
5,16,lattice,4,"['space', 'semicolon']","['a', 'space']",img/target_9.png
5,17,lattice,2,"['l', 'semicolon']","['f', 'space']",img/target_15.png
5,18,lattice,4,"['space', 'semicolon']","['a', 'space']",img/target_9.png
5,19,lattice,5,"['j', 'l']","['s', 'f']",img/target_11.png
5,20,lattice,4,"['space', 'semicolon']","['a', 'space']",img/target_9.png
5,21,lattice,5,"['j', 'l']","['s', 'f']",img/target_11.png
5,22,lattice,7,"['space', 'k']","['a', 'd']",img/target_7.png
5,23,lattice,5,"['j', 'l']","['s', 'f']",img/target_11.png
5,24,lattice,3,"['space', 'j']","['a', 's']",img/target_6.png
5,25,lattice,1,"['k', 'semicolon']","['d', 'space']",img/target_14.png
5,26,lattice,9,"['j', 'semicolon']","['s', 'space']",img/target_12.png
5,27,lattice,8,"['k', 'l']","['d', 'f']",img/target_13.png
5,28,lattice,9,"['j', 'semicolon']","['s', 'space']",img/target_12.png
5,29,lattice,7,"['space', 'k']","['a', 'd']",img/target_7.png
5,30,lattice,8,"['k', 'l']","['d', 'f']",img/target_13.png
5,31,lattice,9,"['j', 'semicolon']","['s', 'space']",img/target_12.png
5,32,lattice,0,"['space', 'l']","['a', 'f']",img/target_8.png
5,33,lattice,9,"['j', 'semicolon']","['s', 'space']",img/target_12.png
5,34,lattice,7,"['space', 'k']","['a', 'd']",img/target_7.png
5,35,lattice,8,"['k', 'l']","['d', 'f']",img/target_13.png
5,36,lattice,7,"['space', 'k']","['a', 'd']",img/target_7.png
5,37,lattice,8,"['k', 'l']","['d', 'f']",img/target_13.png
5,38,lattice,6,"['j', 'k']","['s', 'd']",img/target_10.png
5,39,lattice,7,"['space', 'k']","['a', 'd']",img/target_7.png
5,40,lattice,8,"['k', 'l']","['d', 'f']",img/target_13.png
5,41,lattice,7,"['space', 'k']","['a', 'd']",img/target_7.png
5,42,lattice,9,"['j', 'semicolon']","['s', 'space']",img/target_12.png
5,43,lattice,0,"['space', 'l']","['a', 'f']",img/target_8.png
5,44,lattice,2,"['l', 'semicolon']","['f', 'space']",img/target_15.png
5,45,lattice,3,"['space', 'j']","['a', 's']",img/target_6.png
5,46,lattice,4,"['space', 'semicolon']","['a', 'space']",img/target_9.png
5,47,lattice,3,"['space', 'j']","['a', 's']",img/target_6.png
5,48,lattice,1,"['k', 'semicolon']","['d', 'space']",img/target_14.png
5,49,lattice,2,"['l', 'semicolon']","['f', 'space']",img/target_15.png
5,50,lattice,3,"['space', 'j']","['a', 's']",img/target_6.png
5,51,lattice,5,"['j', 'l']","['s', 'f']",img/target_11.png
5,52,lattice,6,"['j', 'k']","['s', 'd']",img/target_10.png
5,53,lattice,8,"['k', 'l']","['d', 'f']",img/target_13.png
5,54,lattice,6,"['j', 'k']","['s', 'd']",img/target_10.png
5,55,lattice,4,"['space', 'semicolon']","['a', 'space']",img/target_9.png
5,56,lattice,2,"['l', 'semicolon']","['f', 'space']",img/target_15.png
5,57,lattice,3,"['space', 'j']","['a', 's']",img/target_6.png
5,58,lattice,5,"['j', 'l']","['s', 'f']",img/target_11.png
5,59,lattice,3,"['space', 'j']","['a', 's']",img/target_6.png
5,60,lattice,4,"['space', 'semicolon']","['a', 'space']",img/target_9.png
5,61,lattice,5,"['j', 'l']","['s', 'f']",img/target_11.png
5,62,lattice,4,"['space', 'semicolon']","['a', 'space']",img/target_9.png
5,63,lattice,3,"['space', 'j']","['a', 's']",img/target_6.png
5,64,lattice,2,"['l', 'semicolon']","['f', 'space']",img/target_15.png
5,65,lattice,1,"['k', 'semicolon']","['d', 'space']",img/target_14.png
5,66,lattice,3,"['space', 'j']","['a', 's']",img/target_6.png
5,67,lattice,5,"['j', 'l']","['s', 'f']",img/target_11.png
5,68,lattice,7,"['space', 'k']","['a', 'd']",img/target_7.png
5,69,lattice,5,"['j', 'l']","['s', 'f']",img/target_11.png
5,70,lattice,3,"['space', 'j']","['a', 's']",img/target_6.png
5,71,lattice,4,"['space', 'semicolon']","['a', 'space']",img/target_9.png
5,72,lattice,2,"['l', 'semicolon']","['f', 'space']",img/target_15.png
5,73,lattice,1,"['k', 'semicolon']","['d', 'space']",img/target_14.png
5,74,lattice,0,"['space', 'l']","['a', 'f']",img/target_8.png
5,75,lattice,9,"['j', 'semicolon']","['s', 'space']",img/target_12.png
5,76,lattice,1,"['k', 'semicolon']","['d', 'space']",img/target_14.png
5,77,lattice,0,"['space', 'l']","['a', 'f']",img/target_8.png
5,78,lattice,1,"['k', 'semicolon']","['d', 'space']",img/target_14.png
5,79,lattice,2,"['l', 'semicolon']","['f', 'space']",img/target_15.png
5,80,lattice,1,"['k', 'semicolon']","['d', 'space']",img/target_14.png
5,81,lattice,3,"['space', 'j']","['a', 's']",img/target_6.png
5,82,lattice,4,"['space', 'semicolon']","['a', 'space']",img/target_9.png
5,83,lattice,3,"['space', 'j']","['a', 's']",img/target_6.png
5,84,lattice,4,"['space', 'semicolon']","['a', 'space']",img/target_9.png
5,85,lattice,2,"['l', 'semicolon']","['f', 'space']",img/target_15.png
5,86,lattice,0,"['space', 'l']","['a', 'f']",img/target_8.png
5,87,lattice,1,"['k', 'semicolon']","['d', 'space']",img/target_14.png
5,88,lattice,3,"['space', 'j']","['a', 's']",img/target_6.png
5,89,lattice,2,"['l', 'semicolon']","['f', 'space']",img/target_15.png
5,90,lattice,4,"['space', 'semicolon']","['a', 'space']",img/target_9.png
5,91,lattice,5,"['j', 'l']","['s', 'f']",img/target_11.png
5,92,lattice,4,"['space', 'semicolon']","['a', 'space']",img/target_9.png
5,93,lattice,6,"['j', 'k']","['s', 'd']",img/target_10.png
5,94,lattice,7,"['space', 'k']","['a', 'd']",img/target_7.png
5,95,lattice,9,"['j', 'semicolon']","['s', 'space']",img/target_12.png
5,96,lattice,7,"['space', 'k']","['a', 'd']",img/target_7.png
5,97,lattice,9,"['j', 'semicolon']","['s', 'space']",img/target_12.png
5,98,lattice,1,"['k', 'semicolon']","['d', 'space']",img/target_14.png
5,99,lattice,3,"['space', 'j']","['a', 's']",img/target_6.png
5,100,lattice,2,"['l', 'semicolon']","['f', 'space']",img/target_15.png
5,101,lattice,1,"['k', 'semicolon']","['d', 'space']",img/target_14.png
5,102,lattice,3,"['space', 'j']","['a', 's']",img/target_6.png
5,103,lattice,5,"['j', 'l']","['s', 'f']",img/target_11.png
5,104,lattice,6,"['j', 'k']","['s', 'd']",img/target_10.png
5,105,lattice,4,"['space', 'semicolon']","['a', 'space']",img/target_9.png
5,106,lattice,6,"['j', 'k']","['s', 'd']",img/target_10.png
5,107,lattice,7,"['space', 'k']","['a', 'd']",img/target_7.png
5,108,lattice,5,"['j', 'l']","['s', 'f']",img/target_11.png
5,109,lattice,7,"['space', 'k']","['a', 'd']",img/target_7.png
5,110,lattice,8,"['k', 'l']","['d', 'f']",img/target_13.png
5,111,lattice,6,"['j', 'k']","['s', 'd']",img/target_10.png
5,112,lattice,4,"['space', 'semicolon']","['a', 'space']",img/target_9.png
5,113,lattice,6,"['j', 'k']","['s', 'd']",img/target_10.png
5,114,lattice,5,"['j', 'l']","['s', 'f']",img/target_11.png
5,115,lattice,4,"['space', 'semicolon']","['a', 'space']",img/target_9.png
5,116,lattice,6,"['j', 'k']","['s', 'd']",img/target_10.png
5,117,lattice,8,"['k', 'l']","['d', 'f']",img/target_13.png
5,118,lattice,0,"['space', 'l']","['a', 'f']",img/target_8.png
5,119,lattice,8,"['k', 'l']","['d', 'f']",img/target_13.png
5,120,lattice,0,"['space', 'l']","['a', 'f']",img/target_8.png
5,121,lattice,8,"['k', 'l']","['d', 'f']",img/target_13.png
5,122,lattice,0,"['space', 'l']","['a', 'f']",img/target_8.png
5,123,lattice,9,"['j', 'semicolon']","['s', 'space']",img/target_12.png
5,124,lattice,1,"['k', 'semicolon']","['d', 'space']",img/target_14.png
5,125,lattice,0,"['space', 'l']","['a', 'f']",img/target_8.png
5,126,lattice,1,"['k', 'semicolon']","['d', 'space']",img/target_14.png
5,127,lattice,9,"['j', 'semicolon']","['s', 'space']",img/target_12.png
5,128,lattice,7,"['space', 'k']","['a', 'd']",img/target_7.png
