pID,sess,trialNum,graph,walk,resp,path
45,3,1,lattice,0,o,img/target_9.png
45,3,2,lattice,2,e,img/target_3.png
45,3,3,lattice,4,b,img/target_6.png
45,3,4,lattice,3,i,img/target_8.png
45,3,5,lattice,4,b,img/target_6.png
45,3,6,lattice,5,u,img/target_7.png
45,3,7,lattice,3,i,img/target_8.png
45,3,8,lattice,5,u,img/target_7.png
45,3,9,lattice,7,v,img/target_5.png
45,3,10,lattice,6,r,img/target_4.png
45,3,11,lattice,4,b,img/target_6.png
45,3,12,lattice,3,i,img/target_8.png
45,3,13,lattice,1,w,img/target_2.png
45,3,14,lattice,2,e,img/target_3.png
45,3,15,lattice,4,b,img/target_6.png
45,3,16,lattice,5,u,img/target_7.png
45,3,17,lattice,4,b,img/target_6.png
45,3,18,lattice,6,r,img/target_4.png
45,3,19,lattice,5,u,img/target_7.png
45,3,20,lattice,4,b,img/target_6.png
45,3,21,lattice,3,i,img/target_8.png
45,3,22,lattice,1,w,img/target_2.png
45,3,23,lattice,0,o,img/target_9.png
45,3,24,lattice,2,e,img/target_3.png
45,3,25,lattice,4,b,img/target_6.png
45,3,26,lattice,5,u,img/target_7.png
45,3,27,lattice,6,r,img/target_4.png
45,3,28,lattice,8,p,img/target_10.png
45,3,29,lattice,6,r,img/target_4.png
45,3,30,lattice,4,b,img/target_6.png
45,3,31,lattice,6,r,img/target_4.png
45,3,32,lattice,5,u,img/target_7.png
45,3,33,lattice,6,r,img/target_4.png
45,3,34,lattice,4,b,img/target_6.png
45,3,35,lattice,3,i,img/target_8.png
45,3,36,lattice,4,b,img/target_6.png
45,3,37,lattice,5,u,img/target_7.png
45,3,38,lattice,6,r,img/target_4.png
45,3,39,lattice,4,b,img/target_6.png
45,3,40,lattice,6,r,img/target_4.png
45,3,41,lattice,4,b,img/target_6.png
45,3,42,lattice,5,u,img/target_7.png
45,3,43,lattice,7,v,img/target_5.png
45,3,44,lattice,8,p,img/target_10.png
45,3,45,lattice,9,q,img/target_1.png
45,3,46,lattice,7,v,img/target_5.png
45,3,47,lattice,5,u,img/target_7.png
45,3,48,lattice,3,i,img/target_8.png
